datetime,heartrate
08/01/22 5:52,68
08/01/22 5:53,67
08/01/22 5:54,66
08/01/22 5:55,65
08/01/22 5:56,67
08/01/22 5:57,64
08/01/22 5:58,66
08/01/22 5:59,67
08/01/22 6:00,68
08/01/22 6:01,64
08/01/22 6:02,63
08/01/22 6:03,65
08/01/22 6:04,65
08/01/22 6:05,65
08/01/22 6:06,66
08/01/22 6:07,65
08/01/22 6:08,68
08/01/22 6:09,65
08/01/22 6:10,64
08/01/22 6:11,62
08/01/22 6:12,62
08/01/22 6:13,60
08/01/22 6:14,59
08/01/22 6:15,60
08/01/22 6:16,62
08/01/22 6:17,64
08/01/22 6:18,59
08/01/22 6:19,59
08/01/22 6:20,60
08/01/22 6:21,60
08/01/22 6:22,60
08/01/22 6:23,58
08/01/22 6:24,59
08/01/22 6:25,59
08/01/22 6:26,58
08/01/22 6:27,59
08/01/22 6:28,59
08/01/22 6:29,59
08/01/22 6:30,60
08/01/22 6:31,58
08/01/22 6:32,55
08/01/22 6:33,58
08/01/22 6:34,59
08/01/22 6:35,59
08/01/22 6:36,59
08/01/22 6:37,59
08/01/22 6:38,58
08/01/22 6:39,60
08/01/22 6:40,59
08/01/22 6:41,58
08/01/22 6:42,60
08/01/22 6:43,61
08/01/22 6:44,57
08/01/22 6:45,58
08/01/22 6:46,59
08/01/22 6:47,60
08/01/22 6:48,61
08/01/22 6:49,60
08/01/22 6:50,60
08/01/22 6:51,61
08/01/22 6:52,60
08/01/22 6:53,60
08/01/22 6:54,61
08/01/22 6:55,63
08/01/22 6:56,63
08/01/22 6:57,61
08/01/22 6:58,60
08/01/22 6:59,59
08/01/22 7:00,64
08/01/22 7:01,63
08/01/22 7:02,60
08/01/22 7:03,64
08/01/22 7:04,63
08/01/22 7:05,62
08/01/22 7:06,62
08/01/22 7:07,66
08/01/22 7:08,64
08/01/22 7:09,68
08/01/22 7:10,64
08/01/22 7:11,60
08/01/22 7:12,63
08/01/22 7:13,63
08/01/22 7:14,63
08/01/22 7:15,60
08/01/22 7:16,62
08/01/22 7:17,60
08/01/22 7:18,60
08/01/22 7:19,60
08/01/22 7:20,60
08/01/22 7:21,59
08/01/22 7:22,58
08/01/22 7:23,57
08/01/22 7:24,58
08/01/22 7:25,62
08/01/22 7:26,61
08/01/22 7:27,61
08/01/22 7:28,60
08/01/22 7:29,63
08/01/22 7:30,66
08/01/22 7:31,61
08/01/22 7:32,63
08/01/22 7:33,62
08/01/22 7:34,61
08/01/22 7:35,63
08/01/22 7:36,62
08/01/22 7:37,63
08/01/22 7:38,62
08/01/22 7:39,61
08/01/22 7:40,61
08/01/22 7:41,60
08/01/22 7:42,60
08/01/22 7:43,60
08/01/22 7:44,61
08/01/22 7:45,60
08/01/22 7:46,61
08/01/22 7:47,60
08/01/22 7:48,60
08/01/22 7:49,62
08/01/22 7:50,64
08/01/22 7:51,67
08/01/22 7:52,66
08/01/22 7:53,67
08/01/22 7:54,66
08/01/22 7:55,65
08/01/22 7:56,63
08/01/22 7:57,62
08/01/22 7:58,65
08/01/22 7:59,66
08/01/22 8:00,65
08/01/22 8:01,63
08/01/22 8:02,62
08/01/22 8:03,67
08/01/22 8:04,68
08/01/22 8:05,62
08/01/22 8:06,66
08/01/22 8:07,62
08/01/22 8:08,61
08/01/22 8:09,61
08/01/22 8:10,60
08/01/22 8:11,61
08/01/22 8:12,61
08/01/22 8:13,61
08/01/22 8:14,63
08/01/22 8:15,64
08/01/22 8:16,63
08/01/22 8:17,62
08/01/22 8:18,64
08/01/22 8:19,62
08/01/22 8:20,62
08/01/22 8:21,62
08/01/22 8:22,63
08/01/22 8:23,64
08/01/22 8:24,63
08/01/22 8:25,62
08/01/22 8:26,64
08/01/22 8:27,66
08/01/22 8:28,70
08/01/22 8:29,74
08/01/22 8:30,76
08/01/22 8:31,73
08/01/22 8:32,63
08/01/22 8:33,60
08/01/22 8:34,58
08/01/22 8:35,60
08/01/22 8:36,65
08/01/22 8:37,66
08/01/22 8:38,64
08/01/22 8:39,65
08/01/22 8:40,66
08/01/22 8:41,64
08/01/22 8:42,68
08/01/22 8:43,69
08/01/22 8:44,60
08/01/22 8:45,62
08/01/22 8:46,59
08/01/22 8:47,58
08/01/22 8:48,60
08/01/22 8:49,64
08/01/22 8:50,63
08/01/22 8:51,63
08/01/22 8:52,63
08/01/22 8:53,61
08/01/22 8:54,61
08/01/22 8:55,61
08/01/22 8:56,63
08/01/22 8:57,63
08/01/22 8:58,62
08/01/22 8:59,60
08/01/22 9:00,61
08/01/22 9:01,60
08/01/22 9:02,61
08/01/22 9:03,61
08/01/22 9:04,62
08/01/22 9:05,62
08/01/22 9:06,62
08/01/22 9:07,62
08/01/22 9:08,62
08/01/22 9:09,62
08/01/22 9:10,62
08/01/22 9:11,57
08/01/22 9:12,60
08/01/22 9:13,61
08/01/22 9:14,60
08/01/22 9:15,62
08/01/22 9:16,62
08/01/22 9:17,62
08/01/22 9:18,63
08/01/22 9:19,62
08/01/22 9:20,63
08/01/22 9:21,63
08/01/22 9:22,68
08/01/22 9:23,66
08/01/22 9:24,65
08/01/22 9:25,66
08/01/22 9:26,64
08/01/22 9:27,67
08/01/22 9:28,63
08/01/22 9:29,64
08/01/22 9:30,65
08/01/22 9:31,65
08/01/22 9:32,65
08/01/22 9:33,70
08/01/22 9:34,73
08/01/22 9:35,76
08/01/22 9:36,79
08/01/22 9:37,80
08/01/22 9:38,81
08/01/22 9:39,82
08/01/22 9:40,81
08/01/22 9:41,70
08/01/22 9:42,72
08/01/22 9:43,70
08/01/22 9:44,69
08/01/22 9:45,75
08/01/22 9:46,88
08/01/22 9:47,87
08/01/22 9:48,90
08/01/22 9:49,93
08/01/22 9:50,93
08/01/22 9:51,94
08/01/22 9:52,91
08/01/22 9:53,96
08/01/22 9:54,93
08/01/22 9:55,91
08/01/22 9:56,91
08/01/22 9:57,89
08/01/22 9:58,82
08/01/22 9:59,79
08/01/22 10:00,82
08/01/22 10:01,84
08/01/22 10:02,83
08/01/22 10:03,86
08/01/22 10:04,86
08/01/22 10:05,92
08/01/22 10:06,100
08/01/22 10:07,98
08/01/22 10:08,98
08/01/22 10:09,106
08/01/22 10:10,110
08/01/22 10:11,104
08/01/22 10:12,105
08/01/22 10:13,101
08/01/22 10:14,98
08/01/22 10:15,91
08/01/22 10:16,91
08/01/22 10:17,95
08/01/22 10:18,91
08/01/22 10:19,88
08/01/22 10:20,88
08/01/22 10:21,88
08/01/22 10:22,89
08/01/22 10:23,89
08/01/22 10:24,90
08/01/22 10:25,91
08/01/22 10:26,91
08/01/22 10:27,90
08/01/22 10:28,90
08/01/22 10:29,90
08/01/22 10:30,91
08/01/22 10:31,93
08/01/22 10:32,105
08/01/22 10:33,105
08/01/22 10:34,112
08/01/22 10:35,106
08/01/22 10:36,103
08/01/22 10:37,93
08/01/22 10:38,96
08/01/22 10:39,105
08/01/22 10:40,99
08/01/22 10:41,108
08/01/22 10:42,106
08/01/22 10:43,103
08/01/22 10:44,103
08/01/22 10:45,100
08/01/22 10:46,101
08/01/22 10:47,107
08/01/22 10:48,108
08/01/22 10:49,105
08/01/22 10:50,105
08/01/22 10:51,104
08/01/22 10:52,102
08/01/22 10:53,103
08/01/22 10:54,107
08/01/22 10:55,105
08/01/22 10:56,114
08/01/22 10:57,117
08/01/22 10:58,112
08/01/22 10:59,110
08/01/22 11:00,114
08/01/22 11:01,121
08/01/22 11:02,113
08/01/22 11:03,110
08/01/22 11:04,114
08/01/22 11:05,115
08/01/22 11:06,113
08/01/22 11:07,112
08/01/22 11:08,110
08/01/22 11:09,103
08/01/22 11:10,106
08/01/22 11:11,106
08/01/22 11:12,112
08/01/22 11:13,106
08/01/22 11:14,109
08/01/22 11:15,112
08/01/22 11:16,110
08/01/22 11:17,108
08/01/22 11:18,104
08/01/22 11:19,97
08/01/22 11:20,102
08/01/22 11:21,103
08/01/22 11:22,108
08/01/22 11:23,105
08/01/22 11:24,105
08/01/22 11:25,108
08/01/22 11:26,108
08/01/22 11:27,109
08/01/22 11:28,108
08/01/22 11:29,110
08/01/22 11:30,109
08/01/22 11:31,111
08/01/22 11:32,111
08/01/22 11:33,104
08/01/22 11:34,108
08/01/22 11:35,107
08/01/22 11:36,104
08/01/22 11:37,110
08/01/22 11:38,108
08/01/22 11:39,111
08/01/22 11:40,104
08/01/22 11:41,105
08/01/22 11:42,105
08/01/22 11:43,106
08/01/22 11:44,105
08/01/22 11:45,107
08/01/22 11:46,104
08/01/22 11:47,102
08/01/22 11:48,101
08/01/22 11:49,102
08/01/22 11:50,104
08/01/22 11:51,103
08/01/22 11:52,102
08/01/22 11:53,103
08/01/22 11:54,110
08/01/22 11:55,114
08/01/22 11:56,117
08/01/22 11:57,119
08/01/22 11:58,124
08/01/22 11:59,122
08/01/22 12:00,119
08/01/22 12:01,114
08/01/22 12:02,108
08/01/22 12:03,103
08/01/22 12:04,100
08/01/22 12:05,104
08/01/22 12:06,98
08/01/22 12:07,95
08/01/22 12:08,97
08/01/22 12:09,98
08/01/22 12:10,99
08/01/22 12:11,102
08/01/22 12:12,101
08/01/22 12:13,103
08/01/22 12:14,104
08/01/22 12:15,99
08/01/22 12:16,101
08/01/22 12:17,101
08/01/22 12:18,105
08/01/22 12:19,108
08/01/22 12:20,115
08/01/22 12:21,116
08/01/22 12:22,120
08/01/22 12:23,126
08/01/22 12:24,118
08/01/22 12:25,111
08/01/22 12:26,111
08/01/22 12:27,104
08/01/22 12:28,104
08/01/22 12:29,103
08/01/22 12:30,94
08/01/22 12:31,87
08/01/22 12:32,89
08/01/22 12:33,99
08/01/22 12:34,96
08/01/22 12:35,95
08/01/22 12:36,94
08/01/22 12:37,103
08/01/22 12:38,103
08/01/22 12:39,99
08/01/22 12:40,96
08/01/22 12:41,92
08/01/22 12:42,92
08/01/22 12:43,91
08/01/22 12:44,94
08/01/22 12:45,93
08/01/22 12:46,93
08/01/22 12:47,92
08/01/22 12:48,94
08/01/22 12:49,90
08/01/22 12:50,92
08/01/22 12:51,94
08/01/22 12:52,94
08/01/22 12:53,94
08/01/22 12:54,91
08/01/22 12:55,90
08/01/22 12:56,91
08/01/22 12:57,90
08/01/22 12:58,88
08/01/22 12:59,88
08/01/22 13:00,88
08/01/22 13:01,86
08/01/22 13:02,84
08/01/22 13:03,88
08/01/22 13:04,90
08/01/22 13:05,86
08/01/22 13:06,82
08/01/22 13:07,77
08/01/22 13:08,76
08/01/22 13:09,78
08/01/22 13:10,79
08/01/22 13:11,83
08/01/22 13:12,103
08/01/22 13:13,106
08/01/22 13:14,106
08/01/22 13:15,105
08/01/22 13:16,100
08/01/22 13:17,98
08/01/22 13:18,94
08/01/22 13:19,93
08/01/22 13:20,96
08/01/22 13:21,93
08/01/22 13:22,84
08/01/22 13:23,99
08/01/22 13:24,101
08/01/22 13:25,102
08/01/22 13:26,102
08/01/22 13:27,98
08/01/22 13:28,99
08/01/22 13:29,100
08/01/22 13:30,102
08/01/22 13:31,110
08/01/22 13:32,114
08/01/22 13:33,103
08/01/22 13:34,107
08/01/22 13:35,104
08/01/22 13:36,101
08/01/22 13:37,102
08/01/22 13:38,108
08/01/22 13:39,113
08/01/22 13:40,103
08/01/22 13:41,101
08/01/22 13:42,100
08/01/22 13:43,101
08/01/22 13:44,99
08/01/22 13:45,97
08/01/22 13:46,99
08/01/22 13:47,98
08/01/22 13:48,99
08/01/22 13:49,98
08/01/22 13:50,94
08/01/22 13:51,94
08/01/22 13:52,98
08/01/22 13:53,98
08/01/22 13:54,96
08/01/22 13:55,94
08/01/22 13:56,94
08/01/22 13:57,95
08/01/22 13:58,98
08/01/22 13:59,100
08/01/22 14:00,99
08/01/22 14:01,98
08/01/22 14:02,98
08/01/22 14:03,99
08/01/22 14:04,102
08/01/22 14:05,103
08/01/22 14:06,103
08/01/22 14:07,101
08/01/22 14:08,102
08/01/22 14:09,101
08/01/22 14:10,102
08/01/22 14:11,106
08/01/22 14:12,102
08/01/22 14:13,102
08/01/22 14:14,99
08/01/22 14:15,99
08/01/22 14:16,94
08/01/22 14:17,95
08/01/22 14:18,97
08/01/22 14:19,91
08/01/22 14:20,104
08/01/22 14:21,102
08/01/22 14:22,103
08/01/22 14:23,105
08/01/22 14:24,101
08/01/22 14:25,105
08/01/22 14:26,104
08/01/22 14:27,102
08/01/22 14:28,105
08/01/22 14:29,103
08/01/22 14:30,104
08/01/22 14:31,98
08/01/22 14:32,98
08/01/22 14:33,99
08/01/22 14:34,103
08/01/22 14:35,103
08/01/22 14:36,104
08/01/22 14:37,99
08/01/22 14:38,99
08/01/22 14:39,100
08/01/22 14:40,104
08/01/22 14:41,104
08/01/22 14:42,103
08/01/22 14:43,103
08/01/22 14:44,104
08/01/22 14:45,106
08/01/22 14:46,103
08/01/22 14:47,95
08/01/22 14:48,71
08/01/22 14:49,69
08/01/22 14:50,70
08/01/22 14:51,81
08/01/22 14:52,98
08/01/22 14:53,104
08/01/22 14:54,105
08/01/22 14:55,104
08/01/22 14:56,104
08/01/22 14:57,101
08/01/22 14:58,101
08/01/22 14:59,102
08/01/22 15:00,102
08/01/22 15:01,101
08/01/22 15:02,106
08/01/22 15:03,100
08/01/22 15:04,101
08/01/22 15:05,86
08/01/22 15:06,90
08/01/22 15:07,89
08/01/22 15:08,96
08/01/22 15:09,105
08/01/22 15:10,107
08/01/22 15:11,101
08/01/22 15:12,99
08/01/22 15:13,102
08/01/22 15:14,100
08/01/22 15:15,97
08/01/22 15:16,96
08/01/22 15:17,100
08/01/22 15:18,96
08/01/22 15:19,92
08/01/22 15:20,92
08/01/22 15:21,93
08/01/22 15:22,90
08/01/22 15:23,89
08/01/22 15:24,89
08/01/22 15:25,89
08/01/22 15:26,98
08/01/22 15:27,92
08/01/22 15:28,87
08/01/22 15:29,82
08/01/22 15:30,84
08/01/22 15:31,88
08/01/22 15:32,89
08/01/22 15:33,88
08/01/22 15:34,86
08/01/22 15:35,89
08/01/22 15:36,95
08/01/22 15:37,96
08/01/22 15:38,87
08/01/22 15:39,87
08/01/22 15:40,89
08/01/22 15:41,90
08/01/22 15:42,93
08/01/22 15:43,100
08/01/22 15:44,100
08/01/22 15:45,100
08/01/22 15:46,99
08/01/22 15:47,99
08/01/22 15:48,101
08/01/22 15:49,98
08/01/22 15:50,100
08/01/22 15:51,99
08/01/22 15:52,99
08/01/22 15:53,100
08/01/22 15:54,101
08/01/22 15:55,101
08/01/22 15:56,103
08/01/22 15:57,103
08/01/22 15:58,103
08/01/22 15:59,103
08/01/22 16:00,100
08/01/22 16:01,92
08/01/22 16:02,86
08/01/22 16:03,89
08/01/22 16:04,97
08/01/22 16:05,104
08/01/22 16:06,107
08/01/22 16:07,106
08/01/22 16:08,105
08/01/22 16:09,107
08/01/22 16:10,109
08/01/22 16:11,110
08/01/22 16:12,109
08/01/22 16:13,108
08/01/22 16:14,107
08/01/22 16:15,102
08/01/22 16:16,92
08/01/22 16:17,75
08/01/22 16:18,107
08/01/22 16:19,113
08/01/22 16:20,114
08/01/22 16:21,111
08/01/22 16:22,111
08/01/22 16:23,109
08/01/22 16:24,106
08/01/22 16:25,105
08/01/22 16:26,106
08/01/22 16:27,104
08/01/22 16:28,104
08/01/22 16:29,115
08/01/22 16:30,123
08/01/22 16:31,115
08/01/22 16:32,108
08/01/22 16:33,111
08/01/22 16:34,108
08/01/22 16:35,104
08/01/22 16:36,101
08/01/22 16:37,105
08/01/22 16:38,106
08/01/22 16:39,106
08/01/22 16:40,102
08/01/22 16:41,108
08/01/22 16:42,111
08/01/22 16:43,109
08/01/22 16:44,106
08/01/22 16:45,104
08/01/22 16:46,103
08/01/22 16:47,103
08/01/22 16:48,98
08/01/22 16:49,96
08/01/22 16:50,100
08/01/22 16:51,111
08/01/22 16:52,113
08/01/22 16:53,113
08/01/22 16:54,112
08/01/22 16:55,103
08/01/22 16:56,103
08/01/22 16:57,103
08/01/22 16:58,103
08/01/22 16:59,105
08/01/22 17:00,104
08/01/22 17:01,96
08/01/22 17:02,85
08/01/22 17:03,76
08/01/22 17:04,92
08/01/22 17:05,107
08/01/22 17:06,106
08/01/22 17:07,103
08/01/22 17:08,105
08/01/22 17:09,104
08/01/22 17:10,101
08/01/22 17:11,103
08/01/22 17:12,104
08/01/22 17:13,107
08/01/22 17:14,105
08/01/22 17:15,105
08/01/22 17:16,103
08/01/22 17:17,103
08/01/22 17:18,104
08/01/22 17:19,105
08/01/22 17:20,102
08/01/22 17:21,105
08/01/22 17:22,103
08/01/22 17:23,108
08/01/22 17:24,100
08/01/22 17:25,103
08/01/22 17:26,103
08/01/22 17:27,105
08/01/22 17:28,111
08/01/22 17:29,111
08/01/22 17:30,104
08/01/22 17:31,104
08/01/22 17:32,106
08/01/22 17:33,104
08/01/22 17:34,104
08/01/22 17:35,102
08/01/22 17:36,100
08/01/22 17:37,109
08/01/22 17:38,109
08/01/22 17:39,104
08/01/22 17:40,97
08/01/22 17:41,105
08/01/22 17:42,109
08/01/22 17:43,106
08/01/22 17:44,99
08/01/22 17:45,97
08/01/22 17:46,99
08/01/22 17:47,98
08/01/22 17:48,93
08/01/22 17:49,99
08/01/22 17:50,101
08/01/22 17:51,102
08/01/22 17:52,101
08/01/22 17:53,103
08/01/22 17:54,102
08/01/22 17:55,99
08/01/22 17:56,98
08/01/22 17:57,99
08/01/22 17:58,98
08/01/22 17:59,99
08/01/22 18:00,96
08/01/22 18:01,96
08/01/22 18:02,95
08/01/22 18:03,100
08/01/22 18:04,99
08/01/22 18:05,91
08/01/22 18:06,91
08/01/22 18:07,87
08/01/22 18:08,85
08/01/22 18:09,86
08/01/22 18:10,84
08/01/22 18:11,85
08/01/22 18:12,82
08/01/22 18:13,79
08/01/22 18:14,74
08/01/22 18:15,63
08/01/22 18:16,64
08/01/22 18:17,80
08/01/22 18:18,82
08/01/22 18:19,83
08/01/22 18:20,82
08/01/22 18:21,81
08/01/22 18:22,81
08/01/22 18:23,82
08/01/22 18:24,81
08/01/22 18:25,81
08/01/22 18:26,82
08/01/22 18:27,83
08/01/22 18:28,88
08/01/22 18:29,88
08/01/22 18:30,87
08/01/22 18:31,87
08/01/22 18:32,84
08/01/22 18:33,81
08/01/22 18:34,82
08/01/22 18:35,82
08/01/22 18:36,91
08/01/22 18:37,84
08/01/22 18:38,86
08/01/22 18:39,85
08/01/22 18:40,86
08/01/22 18:41,84
08/01/22 18:42,82
08/01/22 18:43,82
08/01/22 18:44,81
08/01/22 18:45,81
08/01/22 18:46,83
08/01/22 18:47,82
08/01/22 18:48,84
08/01/22 18:49,86
08/01/22 18:50,89
08/01/22 18:51,90
08/01/22 18:52,90
08/01/22 18:53,89
08/01/22 18:54,88
08/01/22 18:55,83
08/01/22 18:56,77
08/01/22 18:57,75
08/01/22 18:58,78
08/01/22 18:59,77
08/01/22 19:00,80
08/01/22 19:01,79
08/01/22 19:02,77
08/01/22 19:03,77
08/01/22 19:04,80
08/01/22 19:05,80
08/01/22 19:06,77
08/01/22 19:07,77
08/01/22 19:08,75
08/01/22 19:09,77
08/01/22 19:10,76
08/01/22 19:11,74
08/01/22 19:12,72
08/01/22 19:13,73
08/01/22 19:14,76
08/01/22 19:15,79
08/01/22 19:16,85
08/01/22 19:17,91
08/01/22 19:18,90
08/01/22 19:19,93
08/01/22 19:20,94
08/01/22 19:21,98
08/01/22 19:22,102
08/01/22 19:23,96
08/01/22 19:24,87
08/01/22 19:25,85
08/01/22 19:26,95
08/01/22 19:27,95
08/01/22 19:28,94
08/01/22 19:29,97
08/01/22 19:30,94
08/01/22 19:31,95
08/01/22 19:32,98
08/01/22 19:33,89
08/01/22 19:34,90
08/01/22 19:35,94
08/01/22 19:36,92
08/01/22 19:37,89
08/01/22 19:38,87
08/01/22 19:39,84
08/01/22 19:40,87
08/01/22 19:41,87
08/01/22 19:42,89
08/01/22 19:43,86
08/01/22 19:44,87
08/01/22 19:45,87
08/01/22 19:46,90
08/01/22 19:47,92
08/01/22 19:48,93
08/01/22 19:49,92
08/01/22 19:50,91
08/01/22 19:51,97
08/01/22 19:52,106
08/01/22 19:53,100
08/01/22 19:54,91
08/01/22 19:55,93
08/01/22 19:56,90
08/01/22 19:57,89
08/01/22 19:58,87
08/01/22 19:59,86
08/01/22 20:00,86
08/01/22 20:01,82
08/01/22 20:02,87
08/01/22 20:03,83
08/01/22 20:04,85
08/01/22 20:05,83
08/01/22 20:06,84
08/01/22 20:07,85
08/01/22 20:08,85
08/01/22 20:09,85
08/01/22 20:10,84
08/01/22 20:11,85
08/01/22 20:12,86
08/01/22 20:13,86
08/01/22 20:14,83
08/01/22 20:15,84
08/01/22 20:16,86
08/01/22 20:17,85
08/01/22 20:18,84
08/01/22 20:19,84
08/01/22 20:20,82
08/01/22 20:21,77
08/01/22 20:22,75
08/01/22 20:23,78
08/01/22 20:24,80
08/01/22 20:25,84
08/01/22 20:26,84
08/01/22 20:27,83
08/01/22 20:28,85
08/01/22 20:29,87
08/01/22 20:30,87
08/01/22 20:31,87
08/01/22 20:32,87
08/01/22 20:33,87
08/01/22 20:34,87
08/01/22 20:35,87
08/01/22 20:36,87
08/01/22 20:37,90
08/01/22 20:38,85
08/01/22 20:39,88
08/01/22 20:40,89
08/01/22 20:41,86
08/01/22 20:42,86
08/01/22 20:43,87
08/01/22 20:44,88
08/01/22 20:45,86
08/01/22 20:46,87
08/01/22 20:47,90
08/01/22 20:48,92
08/01/22 20:49,92
08/01/22 20:50,90
08/01/22 20:51,92
08/01/22 20:52,94
08/01/22 20:53,96
08/01/22 20:54,112
08/01/22 20:55,113
08/01/22 20:56,105
08/01/22 20:57,109
08/01/22 20:58,109
08/01/22 20:59,106
08/01/22 21:00,106
08/01/22 21:01,116
08/01/22 21:02,115
08/01/22 21:03,104
08/01/22 21:04,100
08/01/22 21:05,100
08/01/22 21:06,104
08/01/22 21:07,112
08/01/22 21:08,113
08/01/22 21:09,101
08/01/22 21:10,102
08/01/22 21:11,107
08/01/22 21:12,106
08/01/22 21:13,105
08/01/22 21:14,103
08/01/22 21:15,105
08/01/22 21:16,104
08/01/22 21:17,98
08/01/22 21:18,94
08/01/22 21:19,98
08/01/22 21:20,97
08/01/22 21:21,83
08/01/22 21:22,91
08/01/22 21:23,98
08/01/22 21:24,98
08/01/22 21:25,96
08/01/22 21:26,94
08/01/22 21:27,93
08/01/22 21:28,93
08/01/22 21:29,92
08/01/22 21:30,92
08/01/22 21:31,93
08/01/22 21:32,92
08/01/22 21:33,90
08/01/22 21:34,90
08/01/22 21:35,90
08/01/22 21:36,91
08/01/22 21:37,88
08/01/22 21:38,90
08/01/22 21:39,90
08/01/22 21:40,89
08/01/22 21:41,89
08/01/22 21:42,88
08/01/22 21:43,88
08/01/22 21:44,87
08/01/22 21:45,85
08/01/22 21:46,85
08/01/22 21:47,87
08/01/22 21:48,87
08/01/22 21:49,87
08/01/22 21:50,87
08/01/22 21:51,86
08/01/22 21:52,86
08/01/22 21:53,87
08/01/22 21:54,86
08/01/22 21:55,87
08/01/22 21:56,85
08/01/22 21:57,84
08/01/22 21:58,85
08/01/22 21:59,85
08/01/22 22:00,84
08/01/22 22:01,84
08/01/22 22:02,84
08/01/22 22:03,86
08/01/22 22:04,85
08/01/22 22:05,83
08/01/22 22:06,83
08/01/22 22:07,81
08/01/22 22:08,80
08/01/22 22:09,82
08/01/22 22:10,82
08/01/22 22:11,83
08/01/22 22:12,83
08/01/22 22:13,81
08/01/22 22:14,81
08/01/22 22:15,82
08/01/22 22:16,83
08/01/22 22:17,81
08/01/22 22:18,80
08/01/22 22:19,83
08/01/22 22:20,83
08/01/22 22:21,82
08/01/22 22:22,81
08/01/22 22:23,82
08/01/22 22:24,82
08/01/22 22:25,86
08/01/22 22:26,85
08/01/22 22:27,85
08/01/22 22:28,83
08/01/22 22:29,82
08/01/22 22:30,81
08/01/22 22:31,80
08/01/22 22:32,82
08/01/22 22:33,83
08/01/22 22:34,84
08/01/22 22:35,82
08/01/22 22:36,82
08/01/22 22:37,82
08/01/22 22:38,83
08/01/22 22:39,84
08/01/22 22:40,82
08/01/22 22:41,81
08/01/22 22:42,82
08/01/22 22:43,83
08/01/22 22:44,82
08/01/22 22:45,82
08/01/22 22:46,81
08/01/22 22:47,81
08/01/22 22:48,80
08/01/22 22:49,82
08/01/22 22:50,81
08/01/22 22:51,80
08/01/22 22:52,81
08/01/22 22:53,81
08/01/22 22:54,83
08/01/22 22:55,80
08/01/22 22:56,80
08/01/22 22:57,79
08/01/22 22:58,82
08/01/22 22:59,83
08/01/22 23:00,84
08/01/22 23:01,83
08/01/22 23:02,82
08/01/22 23:03,81
08/01/22 23:04,82
08/01/22 23:05,81
08/01/22 23:06,82
08/01/22 23:07,80
08/01/22 23:08,79
08/01/22 23:09,77
08/01/22 23:10,79
08/01/22 23:11,79
08/01/22 23:12,79
08/01/22 23:13,79
08/01/22 23:14,80
08/01/22 23:15,79
08/01/22 23:16,84
08/01/22 23:17,86
08/01/22 23:18,82
08/01/22 23:19,82
08/01/22 23:20,80
08/01/22 23:21,83
08/01/22 23:22,78
08/01/22 23:23,81
08/01/22 23:24,83
08/01/22 23:25,81
08/01/22 23:26,79
08/01/22 23:27,81
08/01/22 23:28,82
08/01/22 23:29,82
08/01/22 23:30,78
08/01/22 23:31,77
08/01/22 23:32,79
08/01/22 23:33,80
08/01/22 23:34,78
08/01/22 23:35,78
08/01/22 23:36,78
08/01/22 23:37,77
08/01/22 23:38,77
08/01/22 23:39,78
08/01/22 23:40,78
08/01/22 23:41,79
08/01/22 23:42,79
08/01/22 23:43,76
08/01/22 23:44,78
08/01/22 23:45,81
08/01/22 23:46,77
08/01/22 23:47,77
08/01/22 23:48,79
08/01/22 23:49,79
08/01/22 23:50,80
08/01/22 23:51,81
08/01/22 23:52,81
08/01/22 23:53,82
08/01/22 23:54,78
08/01/22 23:55,76
08/01/22 23:56,78
08/01/22 23:57,75
08/01/22 23:58,81
08/01/22 23:59,
09/01/22 0:00,91
09/01/22 0:01,91
09/01/22 0:02,89
09/01/22 0:03,89
09/01/22 0:04,84
09/01/22 0:05,82
09/01/22 0:06,80
09/01/22 0:07,83
09/01/22 0:08,82
09/01/22 0:09,81
09/01/22 0:10,82
09/01/22 0:11,82
09/01/22 0:12,83
09/01/22 0:13,83
09/01/22 0:14,85
09/01/22 0:15,84
09/01/22 0:16,80
09/01/22 0:17,79
09/01/22 0:18,81
09/01/22 0:19,81
09/01/22 0:20,79
09/01/22 0:21,79
09/01/22 0:22,75
09/01/22 0:23,76
09/01/22 0:24,76
09/01/22 0:25,78
09/01/22 0:26,77
09/01/22 0:27,75
09/01/22 0:28,68
09/01/22 0:29,69
09/01/22 0:30,74
09/01/22 0:31,78
09/01/22 0:32,80
09/01/22 0:33,81
09/01/22 0:34,83
09/01/22 0:35,84
09/01/22 0:36,87
09/01/22 0:37,90
09/01/22 0:38,88
09/01/22 0:39,87
09/01/22 0:40,86
09/01/22 0:41,88
09/01/22 0:42,92
09/01/22 0:43,89
09/01/22 0:44,88
09/01/22 0:45,89
09/01/22 0:46,95
09/01/22 0:47,93
09/01/22 0:48,85
09/01/22 0:49,91
09/01/22 0:50,95
09/01/22 0:51,84
09/01/22 0:52,85
09/01/22 0:53,85
09/01/22 0:54,85
09/01/22 0:55,84
09/01/22 0:56,85
09/01/22 0:57,87
09/01/22 0:58,86
09/01/22 0:59,85
09/01/22 1:00,85
09/01/22 1:01,86
09/01/22 1:02,86
09/01/22 1:03,82
09/01/22 1:04,86
09/01/22 1:05,85
09/01/22 1:06,84
09/01/22 1:07,84
09/01/22 1:08,84
09/01/22 1:09,84
09/01/22 1:10,81
09/01/22 1:11,83
09/01/22 1:12,83
09/01/22 1:13,83
09/01/22 1:14,83
09/01/22 1:15,83
09/01/22 1:16,82
09/01/22 1:17,82
